project_id,pic,partner_role,pillar_abbr,pillar_descr,thematic_priority_abbr,signature_date,call_deadline_date,eu_contribution,legal_name,legal_short_name,legal_entity_type,country_code,legal_url,ec_contribution,net_ec_contribution,project_acronym,thematic_priority,topic_code,topic_description,participations,framework_programme,start_date,end_date,legal_basis,funding_scheme,country,re_contribution,pillar,signature_year,call_year,start_year
211012,999941961,Participant,NA,NA,NA,NA,NA,NA,LIEBHERR-AEROSPACE LINDENBERG GMBH,LLI,PRC,DE,www.liebherr.com,148419,NA,CSSA,Transport (including Aeronautics),TPT,Transport (including Aeronautics),18,FP7,2007-05-04,2008-05-03,FP7-TRANSPORT,CSA-SA,Germany,148419,NA,NA,NA,2007
211012,999699558,Participant,NA,NA,NA,NA,NA,NA,AIRBUS DEFENCE AND SPACE SA,NA,PRC,ES,www.eads.net,80714,NA,CSSA,Transport (including Aeronautics),TPT,Transport (including Aeronautics),18,FP7,2007-05-04,2008-05-03,FP7-TRANSPORT,CSA-SA,Spain,80714,NA,NA,NA,2007
211012,999729337,Participant,NA,NA,NA,NA,NA,NA,AGUSTAWESTLAND LIMITED,AGUSTAWESTLAND LIMITED,PRC,UK,www.whl.co.uk,80714,NA,CSSA,Transport (including Aeronautics),TPT,Transport (including Aeronautics),18,FP7,2007-05-04,2008-05-03,FP7-TRANSPORT,CSA-SA,United Kingdom,80714,NA,NA,NA,2007
211012,999945356,Participant,NA,NA,NA,NA,NA,NA,ROLLS-ROYCE PLC,Rolls Royce,PRC,UK,http://www.rolls-royce.com,161428,NA,CSSA,Transport (including Aeronautics),TPT,Transport (including Aeronautics),18,FP7,2007-05-04,2008-05-03,FP7-TRANSPORT,CSA-SA,United Kingdom,161428,NA,NA,NA,2007
212205,999827016,Participant,NA,NA,NA,NA,NA,NA,"GENIKI GRAMMATIA EREVNAS KAI TECHNOLOGIAS, YPOURGIO PAIDIAS, DIA VIOU MATHISIS & THRISKEVMATON",GSRT,PUB,EL,http://www.gsrt.gr,32742,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,Greece,32742,NA,NA,NA,2007
212205,999572294,Participant,NA,NA,NA,NA,NA,NA,UNIWERSYTET WARSZAWSKI,UNIWARSAW,HES,PL,http://www.uw.edu.pl,45261,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,Poland,45261,NA,NA,NA,2007
212205,999892685,Participant,NA,NA,NA,NA,NA,NA,MET OFFICE,Met Office,PUB,UK,http://www.metoffice.gov.uk,52982,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,United Kingdom,52982,NA,NA,NA,2007
212205,999981731,Participant,NA,NA,NA,NA,NA,NA,DEUTSCHES ZENTRUM FUR LUFT - UND RAUMFAHRT EV,DLR,REC,DE,http://www.dlr.de,NA,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,Germany,NA,NA,NA,NA,2007
212205,999723420,Participant,NA,NA,NA,NA,NA,NA,"ENVISCOPE GMBH, MESSTECHNIK FUER UMWELTFORSCHUNG",Enviscope,PRC,DE,http://www.enviscope.de,48219,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,Germany,48219,NA,NA,NA,2007
212205,999979500,Participant,NA,NA,NA,NA,NA,NA,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,REC,IT,http://www.cnr.it,64200,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,Italy,64200,NA,NA,NA,2007
212205,999578890,Coordinator,NA,NA,NA,NA,NA,NA,METEO-FRANCE,METEO-FRANCE,REC,FR,http://www.meteo.fr,354854,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,France,354854,NA,NA,NA,2007
212205,999591306,Participant,NA,NA,NA,NA,NA,NA,ILMATIETEEN LAITOS,FMI,REC,FI,http://www.fmi.fi,85683,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,Finland,85683,NA,NA,NA,2007
212205,999583546,Participant,NA,NA,NA,NA,NA,NA,INSTITUTO NACIONAL DE TECNICA AEROESPACIAL ESTEBAN TERRADAS,INTA,REC,ES,http://www.inta.es,117186,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,Spain,117186,NA,NA,NA,2007
212205,999997930,Participant,NA,NA,NA,NA,NA,NA,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,CNRS,REC,FR,http://www.cnrs.fr,33976,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,France,33976,NA,NA,NA,2007
212205,999767943,Participant,NA,NA,NA,NA,NA,NA,SJ BERWIN LLP,SJ BERWIN,PRC,UK,NA,75000,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,United Kingdom,75000,NA,NA,NA,2007
212205,999543970,Participant,NA,NA,NA,NA,NA,NA,FUNDACAO PARA A CIENCIA E A TECNOLOGIA,FCT,PUB,PT,http://www.fct.pt,19260,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,Portugal,19260,NA,NA,NA,2007
212205,999989200,Participant,NA,NA,NA,NA,NA,NA,"NATURAL ENVIRONMENT RESEARCH COUNCIL",NERC,REC,UK,http://www.nerc.ac.uk,70637,NA,COPAL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,13,FP7,2007-11-01,2011-10-31,FP7-INFRASTRUCTURES,CP-CSA-Infra,United Kingdom,70637,NA,NA,NA,2007
210021,999886283,Coordinator,NA,NA,NA,NA,NA,NA,UNIVERSIDAD REY JUAN CARLOS,URJC,HES,ES,http://www.urjc.es,75000,NA,AMSN,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-09-01,2010-08-31,FP7-PEOPLE,MC-IRG,Spain,75000,NA,NA,NA,2007
209653,999875225,Coordinator,NA,NA,NA,NA,NA,NA,INSTITUT POLYTECHNIQUE DE GRENOBLE,INP GRENOBLE,HES,FR,http://www.grenoble-inp.fr,100000,NA,MLTSRMSRFID,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-11-01,2011-10-31,FP7-PEOPLE,MC-IRG,France,100000,NA,NA,NA,2007
200251,999733896,Participant,NA,NA,NA,NA,NA,NA,UNIVERSITA DEGLI STUDI SUOR ORSOLA BENINCASA,UNISOB,HES,IT,www.unisob.na.it,7455,NA,PASTANDFUTURE,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2007-12-31,FP7-PEOPLE,CSA-SA,Italy,7455,NA,NA,NA,2007
200251,999738164,Participant,NA,NA,NA,NA,NA,NA,Il Denaro SEI,Denaro,PRC,IT,www.ildenaro.it,2640,NA,PASTANDFUTURE,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2007-12-31,FP7-PEOPLE,CSA-SA,Italy,2640,NA,NA,NA,2007
200251,975590596,Participant,NA,NA,NA,NA,NA,NA,CNR - INOA National Institute of Applied Optics,INOA,PRC,IT,www.inoa.it,3440,NA,PASTANDFUTURE,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2007-12-31,FP7-PEOPLE,CSA-SA,Italy,3440,NA,NA,NA,2007
200251,998460092,Participant,NA,NA,NA,NA,NA,NA,Cimitile City Council,Cimitile,PUB,IT,www.comune.cimitile.na.it,NA,NA,PASTANDFUTURE,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2007-12-31,FP7-PEOPLE,CSA-SA,Italy,NA,NA,NA,NA,2007
200251,999472675,Participant,NA,NA,NA,NA,NA,NA,ISTITUTO NAZIONALE DI GEOFISICA E VULCANOLOGIA,INGV,REC,IT,http://www.ingv.it,3440,NA,PASTANDFUTURE,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2007-12-31,FP7-PEOPLE,CSA-SA,Italy,3440,NA,NA,NA,2007
200251,975912054,Participant,NA,NA,NA,NA,NA,NA,National Institute of Astrophisics - Astronomical Observatory of Capodimonte,INAF,PRC,IT,www.na.astro.it,3440,NA,PASTANDFUTURE,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2007-12-31,FP7-PEOPLE,CSA-SA,Italy,3440,NA,NA,NA,2007
200251,999748640,Coordinator,NA,NA,NA,NA,NA,NA,Dicocom s.r.l.,Dicocom,PRC,IT,www.dicocom.it,46850,NA,PASTANDFUTURE,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-06-01,2007-12-31,FP7-PEOPLE,CSA-SA,Italy,46850,NA,NA,NA,2007
211048,999990267,Coordinator,NA,NA,NA,NA,NA,NA,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,MPG,REC,DE,http://www.mpg.de,45000,NA,CHROMAG,Marie-Curie Actions,PEOPLE-2007-2-2.ERG,Marie Curie Action: European Reintegration Grants,1,FP7,2007-10-29,2010-10-28,FP7-PEOPLE,MC-ERG,Germany,45000,NA,NA,NA,2007
200121,999738552,Participant,NA,NA,NA,NA,NA,NA,CARDET CENTRE FOR THE ADVANCEMENT OF RESEARCH & DEVELOPMENT IN EDUCATIONAL TECHNOLOGY LIMITED,CARDET,REC,CY,www.cardet.org,4113,NA,5CYRQOL,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-05-01,2007-10-31,FP7-PEOPLE,CSA-SA,Cyprus,4113,NA,NA,NA,2007
200121,999739619,Participant,NA,NA,NA,NA,NA,NA,EUROPEAN UNIVERSITY CYPRUS,EUROPEAN UNIVERSITY CYPRUS,HES,CY,http://www.euc.ac.cy,16050,NA,5CYRQOL,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-05-01,2007-10-31,FP7-PEOPLE,CSA-SA,Cyprus,16050,NA,NA,NA,2007
200121,999577726,Participant,NA,NA,NA,NA,NA,NA,EDEX - EDUCATIONAL EXCELLENCE CORPORATION LIMITED,UNIVERSITY OF NICOSIA,HES,CY,www.unic.ac.cy,6926,NA,5CYRQOL,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-05-01,2007-10-31,FP7-PEOPLE,CSA-SA,Cyprus,6926,NA,NA,NA,2007
200121,999946035,Coordinator,NA,NA,NA,NA,NA,NA,IDRYMA EREVNAS KAI KAINOTOMIAS,RESEARCH AND INNOVATION FOUNDATION,OTH,CY,http://www.research.org.cy,33776,NA,5CYRQOL,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-05-01,2007-10-31,FP7-PEOPLE,CSA-SA,Cyprus,33776,NA,NA,NA,2007
200121,994789515,Participant,NA,NA,NA,NA,NA,NA,Research Unit in Behabiour & Social Issues,RUBSI,PRC,CY,www.rubsi.com,3309,NA,5CYRQOL,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-05-01,2007-10-31,FP7-PEOPLE,CSA-SA,Cyprus,3309,NA,NA,NA,2007
200121,999642522,Participant,NA,NA,NA,NA,NA,NA,KYPRIAKO IDRYMA EREVNON GIA TI MYIKI DISTROFIA,THE CYPRUS FOUNDATION FOR MUSCULAR DYSTROPHY RESEARCH CYRUS INSTIT OF NEURO & GENETICS,REC,CY,www.cing.ac.cy,4459,NA,5CYRQOL,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-05-01,2007-10-31,FP7-PEOPLE,CSA-SA,Cyprus,4459,NA,NA,NA,2007
200121,999835843,Participant,NA,NA,NA,NA,NA,NA,UNIVERSITY OF CYPRUS,UCY,HES,CY,http://www.ucy.ac.cy,1367,NA,5CYRQOL,Marie-Curie Actions,PEOPLE-2007-5-1.NIGHT,Marie Curie Action: Researchers' Night 2007,7,FP7,2007-05-01,2007-10-31,FP7-PEOPLE,CSA-SA,Cyprus,1367,NA,NA,NA,2007
215594,999578696,Participant,NA,NA,NA,NA,NA,NA,NEMZETI KUTATASI FEJLESZTESI ES INNOVACIOS HIVATAL,NKFIH,PUB,HU,http://www.nkfih.gov.hu,29210,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,Hungary,29210,NA,NA,NA,2007
215594,999992401,Participant,NA,NA,NA,NA,NA,NA,COMMISSARIAT A L ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,CEA,REC,FR,http://www.cea.fr,77213,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,France,77213,NA,NA,NA,2007
215594,999633695,Participant,NA,NA,NA,NA,NA,NA,"BUNDESMINISTERIUM FUER KLIMASCHUTZ, UMWELT, ENERGIE, MOBILITAET, INNOVATION UND TECHNOLOGIE",BMK,PUB,AT,http://www.bmvit.gv.at,34882,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,Austria,34882,NA,NA,NA,2007
215594,999641358,Participant,NA,NA,NA,NA,NA,NA,"MINISTERO DELL'ISTRUZIONE, DELL'UNIVERSITA' E DELLA RICERCA",MIUR,PUB,IT,http://www.istruzione.it,29531,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,Italy,29531,NA,NA,NA,2007
215594,999549111,Participant,NA,NA,NA,NA,NA,NA,INNOVAATIORAHOITUSKESKUS BUSINESS FINLAND,Tekes,PUB,FI,http://www.tekes.fi,46866,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,Finland,46866,NA,NA,NA,2007
215594,999618175,Participant,NA,NA,NA,NA,NA,NA,USTAV TEORIE INFORMACE A AUTOMATIZACE AV CR VVI,UTIA AV CR,REC,CZ,NA,30897,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,Czechia,30897,NA,NA,NA,2007
215594,999755624,Participant,NA,NA,NA,NA,NA,NA,EUTEMA TECHNOLOGY MANAGEMENT GMBH,EUTEMA,PRC,AT,NA,161998,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,Austria,161998,NA,NA,NA,2007
215594,999981731,Participant,NA,NA,NA,NA,NA,NA,DEUTSCHES ZENTRUM FUR LUFT - UND RAUMFAHRT EV,DLR,REC,DE,http://www.dlr.de,72341,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,Germany,72341,NA,NA,NA,2007
215594,999618757,Participant,NA,NA,NA,NA,NA,NA,VERKET FOR INNOVATIONSSYSTEM,VINNOVA SWEDISH AGENCY FOR INNOVATION SYSTEMS,PUB,SE,http://www.vinnova.se,38841,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,Sweden,38841,NA,NA,NA,2007
215594,999656878,Participant,NA,NA,NA,NA,NA,NA,AGENTSCHAP VOOR INNOVATIE DOOR WETENSCHAP EN TECHNOLOGIE,IWT,PUB,BE,http://www.iwt.be,25948,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,Belgium,25948,NA,NA,NA,2007
215594,968838038,Coordinator,NA,NA,NA,NA,NA,NA,Eutema Technology Management GmbH & Co KG,eutema,PRC,AT,http://www.eutema.com,0,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,Austria,0,NA,NA,NA,2007
215594,999590142,Participant,NA,NA,NA,NA,NA,NA,MATIMOP - THE ISRAELI CENTER FOR R&D,ISERD,PUB,IL,http://www.matimop.org.il,52270,NA,COSINE2,Information and Communication Technologies,ICT-2007.3.3,Embedded systems design,12,FP7,2007-12-01,2010-08-31,FP7-ICT,CSA,Israel,52270,NA,NA,NA,2007
211604,999917226,Participant,NA,NA,NA,NA,NA,NA,CONSORCIO PARA LA CONSTRUCCION EQUIPAMIENTO Y EXPLOTACION DEL LABORATORIO DE LUZ SINCROTRON,ALBA,PUB,ES,http://www.cells.es,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Spain,NA,NA,NA,NA,2007
211604,998903188,Participant,NA,NA,NA,NA,NA,NA,MINISTERIO DE CIENCIA E INNOVACION,MICINN,PUB,ES,NA,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Spain,NA,NA,NA,NA,2007
211604,999586165,Participant,NA,NA,NA,NA,NA,NA,VETENSKAPSRADET - SWEDISH RESEARCH COUNCIL,SRC,PUB,SE,http://www.vr.se,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Sweden,NA,NA,NA,NA,2007
211604,999506722,Participant,NA,NA,NA,NA,NA,NA,"NARODOWE CENTRUM BADAN JADROWYCH",NCBJ,REC,PL,http://www.ncbj.gov.pl,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Poland,NA,NA,NA,NA,2007
211604,999835455,Participant,NA,NA,NA,NA,NA,NA,BUNDESMINISTERIUM FUER BILDUNG UND FORSCHUNG,BMBF,PUB,DE,http://www.bmbf.de,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Germany,NA,NA,NA,NA,2007
211604,999991043,Participant,NA,NA,NA,NA,NA,NA,KOBENHAVNS UNIVERSITET,UCPH,HES,DK,http://www.ku.dk,2220250,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Denmark,2220250,NA,NA,NA,2007
211604,999885992,Participant,NA,NA,NA,NA,NA,NA,UNIVERZITA PAVLA JOZEFA SAFARIKA V KOSICIACH,UPJS,HES,SK,http://www.upjs.sk,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Slovakia,NA,NA,NA,NA,2007
211604,999589851,Participant,NA,NA,NA,NA,NA,NA,ELETTRA - SINCROTRONE TRIESTE SCPA,Elettra,REC,IT,http://www.elettra.trieste.it,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Italy,NA,NA,NA,NA,2007
211604,999980179,Participant,NA,NA,NA,NA,NA,NA,SCIENCE AND TECHNOLOGY FACILITIES COUNCIL,STFC,REC,UK,http://www.scitech.ac.uk,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,United Kingdom,NA,NA,NA,NA,2007
211604,999841566,Participant,NA,NA,NA,NA,NA,NA,UNIVERZITA KOMENSKEHO V BRATISLAVE,UK BA,HES,SK,http://www.uniba.sk,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Slovakia,NA,NA,NA,NA,2007
211604,999979500,Participant,NA,NA,NA,NA,NA,NA,CONSIGLIO NAZIONALE DELLE RICERCHE,CNR,REC,IT,http://www.cnr.it,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Italy,NA,NA,NA,NA,2007
211604,999822263,Participant,NA,NA,NA,NA,NA,NA,"MINISTERE DE L'EDUCATION NATIONALE, DE L'ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE",MENSR,PUB,FR,NA,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,France,NA,NA,NA,NA,2007
211604,999994923,Participant,NA,NA,NA,NA,NA,NA,PAUL SCHERRER INSTITUT,PAUL SCHERRER INSTIT,REC,CH,http://www.psi.ch,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Switzerland,NA,NA,NA,NA,2007
211604,999455409,Participant,NA,NA,NA,NA,NA,NA,SZILARDTESTFIZIKAI ES OPTIKAI KUTATOINTEZETE - MAGYAR TUDOMANYOS AKADEMIA,BNC-RISP,REC,HU,http://www.szfki.hu,374500,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Hungary,374500,NA,NA,NA,2007
211604,999427667,Participant,NA,NA,NA,NA,NA,NA,INSTITUT TEORETICHESKOI I EKSPERIME NTALNOI FIZIKI ITEP,ITEP,REC,RU,http://www.itep.ru,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Russia,NA,NA,NA,NA,2007
211604,999986969,Coordinator,NA,NA,NA,NA,NA,NA,STIFTUNG DEUTSCHES ELEKTRONEN-SYNCHROTRON DESY,DESY,REC,DE,http://www.desy.de,2246445,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Germany,2246445,NA,NA,NA,2007
211604,999885022,Participant,NA,NA,NA,NA,NA,NA,STOCKHOLMS UNIVERSITET,SU,HES,SE,http://www.su.se,158805,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Sweden,158805,NA,NA,NA,2007
211604,999992789,Participant,NA,NA,NA,NA,NA,NA,ISTITUTO NAZIONALE DI FISICA NUCLEARE,INFN,REC,IT,http://www.infn.it,NA,NA,PRE-XFEL,Research Infrastructures,INFRA-2007-2.2-01,Preparatory phase for the projects in the 2006 ESFRI Roadmap,18,FP7,2007-07-01,2011-06-30,FP7-INFRASTRUCTURES,CP-CSA-Infra,Italy,NA,NA,NA,NA,2007
200876,999978724,Coordinator,NA,NA,NA,NA,NA,NA,Johann Wolfgang Goethe-Universität Frankfurt am Main,GUF,HES,DE,http://www.uni-frankfurt.de,100000,NA,CD49D IN DIABETES,Marie-Curie Actions,PEOPLE-2007-4-3.IRG,Marie Curie Action: International Reintegration Grants,1,FP7,2007-09-03,2011-09-02,FP7-PEOPLE,MC-IRG,Germany,100000,NA,NA,NA,2007
202652,999989782,Coordinator,NA,NA,NA,NA,NA,NA,RIJKSUNIVERSITEIT GRONINGEN,RUG,HES,NL,http://www.rug.nl,45000,NA,DEKKER40,Marie-Curie Actions,PEOPLE-2007-2-2.ERG,Marie Curie Action: European Reintegration Grants,1,FP7,2007-09-03,2010-09-02,FP7-PEOPLE,MC-ERG,Netherlands,45000,NA,NA,NA,2007
219155,999956317,Coordinator,NA,NA,NA,NA,NA,NA,HYDROGEN EUROPE,HE,OTH,BE,http://www.fchindustry-jti.eu/,684125,NA,FCHINSTRUCT,Energy,ENERGY,Energy,1,FP7,2007-10-01,2009-02-28,FP7-ENERGY,CSA-SA,Belgium,684125,NA,NA,NA,2007
