framework_programme,call_id,topic_code,topic_descr,project_id,cordis_link,project_acronym,project_title,partner_role,partner_type,pic,legal_entity_vat,legal_name,legal_entity_type,legal_entity_type_descr,city,nuts_3_code,nuts_3_name,country_code,country,eu_contribution,h2020_net_eu_contribution,h2020_total_cost,signature_date,call_deadline_date,thematic_priority_abbr,thematic_priority_descr,sme_flag,project_start_date,project_end_date,pillar_abbr,pillar_descr,simplified_type_of_action,focus_area,call_year
H2020,H2020-LC-GD-2020-4,LC-GD-6-1-2020,Testing and demonstrating systemic innovations in support of the Farm-to-Fork Strategy,101037796,http://cordis.europa.eu/project/id/101037796,SISTERS,Systemic Innovations for a SusTainable reduction of the EuRopean food waStage,PARTICIPANT,BENEFICIARY,950138281,ESA26367698,RIBEREBRO INTEGRAL SOCIEDAD ANONIMA,PRC,Private for profit (excl. education),ALFARO LA RIOJA,ES230,La Rioja,ES,Spain,48562.5,48562.5,441875,03/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/11/2021,30/04/2026,EU.3.,Societal Challenges,Innovation action,Circular Economy,2021
H2020,H2020-LC-GD-2020-4,LC-GD-6-1-2020,Testing and demonstrating systemic innovations in support of the Farm-to-Fork Strategy,101037796,http://cordis.europa.eu/project/id/101037796,SISTERS,Systemic Innovations for a SusTainable reduction of the EuRopean food waStage,PARTICIPANT,BENEFICIARY,952804132,ESF20033361,EROSKI SCOOP,PRC,Private for profit (excl. education),ELORRIO,ES213,Bizkaia,ES,Spain,342125,342125,488750,03/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/11/2021,30/04/2026,EU.3.,Societal Challenges,Innovation action,Circular Economy,2021
H2020,H2020-LC-GD-2020-4,LC-GD-6-1-2020,Testing and demonstrating systemic innovations in support of the Farm-to-Fork Strategy,101037796,http://cordis.europa.eu/project/id/101037796,SISTERS,Systemic Innovations for a SusTainable reduction of the EuRopean food waStage,PARTICIPANT,BENEFICIARY,963566476,FR45493442891,"NATUREPLAST SAS",PRC,Private for profit (excl. education),IFS,FRD11,Calvados,FR,France,281643.25,281643.25,402347.5,03/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/11/2021,30/04/2026,EU.3.,Societal Challenges,Innovation action,Circular Economy,2021
H2020,H2020-LC-GD-2020-4,LC-GD-6-1-2020,Testing and demonstrating systemic innovations in support of the Farm-to-Fork Strategy,101037796,http://cordis.europa.eu/project/id/101037796,SISTERS,Systemic Innovations for a SusTainable reduction of the EuRopean food waStage,PARTICIPANT,BENEFICIARY,986251284,IT05195140636,ENCO SRL,PRC,Private for profit (excl. education),"NAPOLI",ITF33,Napoli,IT,Italy,263725,263725,376750,03/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/11/2021,30/04/2026,EU.3.,Societal Challenges,Innovation action,Circular Economy,2021
H2020,H2020-LC-GD-2020-4,LC-GD-6-1-2020,Testing and demonstrating systemic innovations in support of the Farm-to-Fork Strategy,101037796,http://cordis.europa.eu/project/id/101037796,SISTERS,Systemic Innovations for a SusTainable reduction of the EuRopean food waStage,PARTICIPANT,BENEFICIARY,989187862,IT01115340505,ARCHA SRL,PRC,Private for profit (excl. education),PISA PI,ITI17,Pisa,IT,Italy,313950,313950,448500,03/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/11/2021,30/04/2026,EU.3.,Societal Challenges,Innovation action,Circular Economy,2021
H2020,H2020-LC-GD-2020-4,LC-GD-6-1-2020,Testing and demonstrating systemic innovations in support of the Farm-to-Fork Strategy,101037796,http://cordis.europa.eu/project/id/101037796,SISTERS,Systemic Innovations for a SusTainable reduction of the EuRopean food waStage,PARTICIPANT,BENEFICIARY,998341461,IT02038410227,FONDAZIONE EDMUND MACH,HES,Higher or secondary education,SAN MICHELE ALL'ADIGE,ITH20,Trento,IT,Italy,593968.75,593968.75,802459.05,03/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/11/2021,30/04/2026,EU.3.,Societal Challenges,Innovation action,Circular Economy,2021
H2020,H2020-LC-GD-2020-4,LC-GD-6-1-2020,Testing and demonstrating systemic innovations in support of the Farm-to-Fork Strategy,101037796,http://cordis.europa.eu/project/id/101037796,SISTERS,Systemic Innovations for a SusTainable reduction of the EuRopean food waStage,PARTICIPANT,BENEFICIARY,999990946,SE202100305401,KUNGLIGA TEKNISKA HOEGSKOLAN,HES,Higher or secondary education,STOCKHOLM,SE110,Stockholms län,SE,Sweden,593526.25,593526.25,593526.25,03/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/11/2021,30/04/2026,EU.3.,Societal Challenges,Innovation action,Circular Economy,2021
H2020,H2020-LC-GD-2020-4,LC-GD-6-1-2020,Testing and demonstrating systemic innovations in support of the Farm-to-Fork Strategy,101037796,http://cordis.europa.eu/project/id/101037796,SISTERS,Systemic Innovations for a SusTainable reduction of the EuRopean food waStage,PARTICIPANT,THIRDPARTY,893268733,ESA31113707,AYECUE SA,PRC,Private for profit (excl. education),AUTOL,ES230,La Rioja,ES,Spain,140875,140875,201250,03/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/11/2021,30/04/2026,EU.3.,Societal Challenges,Innovation action,Circular Economy,2021
H2020,H2020-LC-GD-2020-4,LC-GD-6-1-2020,Testing and demonstrating systemic innovations in support of the Farm-to-Fork Strategy,101037796,http://cordis.europa.eu/project/id/101037796,SISTERS,Systemic Innovations for a SusTainable reduction of the EuRopean food waStage,PARTICIPANT,THIRDPARTY,997754417,ESG26324525,ASOCIACION PARA LA INVESTIGACION DESARROLLO E INNOVACION DEL SECTOR AGROALIMENTARIO - AIDISA,REC,Research organisations,ALESON LA RIOJA,ES230,La Rioja,ES,Spain,171250,171250,171250,03/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/11/2021,30/04/2026,EU.3.,Societal Challenges,Innovation action,Circular Economy,2021
H2020,H2020-LC-GD-2020-4,LC-GD-6-1-2020,Testing and demonstrating systemic innovations in support of the Farm-to-Fork Strategy,101037796,http://cordis.europa.eu/project/id/101037796,SISTERS,Systemic Innovations for a SusTainable reduction of the EuRopean food waStage,PARTICIPANT,THIRDPARTY,999841954,IT00340520220,UNIVERSITA DEGLI STUDI DI TRENTO,HES,Higher or secondary education,TRENTO,ITH20,Trento,IT,Italy,208490.3,208490.3,208490.3,03/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/11/2021,30/04/2026,EU.3.,Societal Challenges,Innovation action,Circular Economy,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,COORDINATOR,BENEFICIARY,999702468,BE0472324870,INTRASOFT INTERNATIONAL,PRC,Private for profit (excl. education),BRUXELLES,BE100,Arr. de Bruxelles-Capitale/Arr. Brussel-Hoofdstad,BE,Belgium,240625,240625,680000,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,891653295,NO925365297MVA,STIFTELSEN TECHNOLOGY FOR OCEAN FOUNDATION,OTH,Others,LYSAKER,-,Not available,NO,Norway,287500,287500,287500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,891827410,IL515989515,DOCKTECH LTD,PRC,Private for profit (excl. education),TEL AVIV,-,Not available,IL,Israel,225750,225750,322500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,891861166,TN1680030X,SLIM GANA SUARL,PRC,Private for profit (excl. education),EL MENZAH,-,Not available,TN,Tunisia,161875,161875,231250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,899555206,BE0723480537,OPEN GEOSPATIAL CONSORTIOM EUROPE,OTH,Others,LEUVEN,BE242,Arr. Leuven,BE,Belgium,305000,305000,305000,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,907702236,ESB86928009,ALPHA UNMANNED SYSTEMS SL,PRC,Private for profit (excl. education),MADRID,ES300,Madrid,ES,Spain,193375,193375,276250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,910945140,NO919303808MVA,SINTEF AS,REC,Research organisations,TRONDHEIM,NO060,Trøndelag,NO,Norway,661125,661125,661125,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,915036503,NL856064634B01,STICHTING DOTSPACE,OTH,Others,NOORDWIJK,NL337,Agglomeratie Leiden en Bollenstreek,NL,Netherlands,212875,212875,212875,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,917186508,IL514593722,ECO WAVE POWER LTD,PRC,Private for profit (excl. education),TEL AVIV,-,Not available,IL,Israel,178500,178500,255000,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,920168870,DE228451809,GENILLARD & CO GMBH,PRC,Private for profit (excl. education),MUNCHEN,DE212,"München, Kreisfreie Stadt",DE,Germany,92750,92750,132500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,920842438,NL856160155B01,RAMANI B.V.,PRC,Private for profit (excl. education),ARNHEM,NL226,Arnhem/Nijmegen,NL,Netherlands,438292.75,438292.75,626132.5,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,921117433,-,AGIR Association de Gestion Intégrée des Ressources,OTH,Others,AL HOCEIMA,-,Not available,MA,Morocco,228125,228125,228125,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,929081133,GB803797608,CONSERVATION EDUCATION AND RESEARCH TRUST,REC,Research organisations,OXFORD,UKJ14,Oxfordshire,UK,United Kingdom,235000,235000,235000,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,931637762,-,ASSOCIATION  EUROPEENNE EURISY,OTH,Others,PARIS,FRK21,Ain,FR,France,144687.5,144687.5,144687.5,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,933533918,FR80340161595,ALSEAMAR,PRC,Private for profit (excl. education),PARIS,FRK21,Ain,FR,France,270550,270550,386500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,946327054,BG130316140,DARZHAVNO PREDPRIYATIE PRISTANISHTNA INFRASTRUKTURA,OTH,Others,SOFIA,BG411,София (столица),BG,Bulgaria,177500,177500,177500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,966982428,IT03265670400,ASSOCIAZIONE MEDITERRANEA ACQUACOLTORI,REC,Research organisations,ROMA,ITI43,Roma,IT,Italy,175000,175000,175000,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,972294439,IT01629630383,METEOROLOGICAL AND ENVIRONMENTAL EARTH OBSERVATION SRL,PRC,Private for profit (excl. education),FERRARA,ITH56,Ferrara,IT,Italy,208687.5,208687.5,298125,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,973040272,TN816603/G,REGIONAL ACTIVITY CENTRE FOR SPECIALLY PROTECTED AREAS,PUB,Public body (excl. research and education),TUNIS,-,Not available,TN,Tunisia,234750,234750,234750,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,974250444,ESG72094444,FUNDACION CENTRO TECNOLOGICO ACUICULTURA DE ANDALUCIA,REC,Research organisations,EL PUERTO DE SANTA MARIA CADIZ,ES612,Cádiz,ES,Spain,143875,143875,143875,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,974644458,ESQ3500385D,"CONSORCIO PARA EL DISENO, CONSTRUCCION, EQUIPAMIENTO Y EXPLOTACION DE LA PLATAFORMA OCEANICA DE CANARIAS",PUB,Public body (excl. research and education),TELDE,ES705,Gran Canaria,ES,Spain,107500,107500,107500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,985620396,AM01511187,AMERICAN UNIVERSITY OF ARMENIA FOUNDATION,HES,Higher or secondary education,YEREVAN,-,Not available,AM,Armenia,406250,406250,406250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,986900020,NO975597792MVA,BYE BENTE,PRC,Private for profit (excl. education),HONEFOSS,-,Not available,NO,Norway,261625,261625,373750,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,987598032,GB927918972,BLUE LOBSTER IT LIMITED,PRC,Private for profit (excl. education),TYN Y GONGL,UKL11,Isle of Anglesey,UK,United Kingdom,562625,562625,803750,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,996378084,FR40391637865,TECHNIP FRANCE SAS,PRC,Private for profit (excl. education),COURBEVOIE,FR105,Hauts-de-Seine,FR,France,-,0,0,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,997701552,RO14283349,TERRASIGNA SRL,PRC,Private for profit (excl. education),BUCURESTI,RO321,Bucureşti,RO,Romania,189000,189000,270000,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",Yes,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,997806603,NO937357370MVA,SINTEF OCEAN AS,REC,Research organisations,TRONDHEIM,NO060,Trøndelag,NO,Norway,431250,431250,431250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,997819989,NL007833799B01,STICHTING BREDA UNIVERSITY OF APPLIED SCIENCES,HES,Higher or secondary education,BREDA,NL411,West-Noord-Brabant,NL,Netherlands,521250,521250,521250,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,998055505,-,IEEE FRANCE SECTION,OTH,Others,PARIS,FR101,Paris,FR,France,267500,267500,267500,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,998175591,BE0262172489,EIGEN VERMOGEN VAN HET INSTITUUT VOOR LANDBOUW- EN VISSERIJONDERZOEK,REC,Research organisations,MERELBEKE,BE234,Arr. Gent,BE,Belgium,563750,563750,563750,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
H2020,H2020-LC-GD-2020-4,LC-GD-9-3-2020,Transparent & Accessible Seas and Oceans: Towards a Digital Twin of the Ocean,101037643,http://cordis.europa.eu/project/id/101037643,ILIAD,INTEGRATED DigitaL Framework FOR Comprehensive MARITIME DATA AND INFORMATION SERVICES,PARTICIPANT,BENEFICIARY,998284813,BG000663814,"NATIONAL INSTITUTE OF METEOROLOGY AND HYDROLOGY",REC,Research organisations,SOFIA,BG411,София (столица),BG,Bulgaria,174375,174375,174375,29/09/2021,27/01/2021,FOOD,"Food security, sustainable agriculture and forestry, marine and maritime and inland water research",No,01/02/2022,31/01/2025,EU.3.,Societal Challenges,Innovation action,Not applicable,2021
